ID,Name,Artist,Album,Year,Tempo,Energy,Key,Pitch,MFCC,Mode
SOEDZFJ12A8C1370AE,Inner Chamber,Aeoliah,Zen Peace,0,134.496,0.0,5,0,2,1
SODJTQG12A8C135B04,Etre Le Premier,Jean-Jacques Goldman,Singulier 81 - 89,0,126.0,0.0,2,2,0,1
SOZMRSH12A8C141244,Hymne A L'Amour,Marcel Azzola,L'Accordeoniste,0,182.261,0.0,2,0,0,0
SOECOIA12A8C132F39,Dayz Of Our Livez,Agency 1.9.9.4,Undergrounds Series Vol. 1: Dayz Of Our Livez,0,90.216,0.0,9,10,1,0
SOELWIL12A8C14373B,L'antillais Donne,Francky Vincent,R\xc3\xa9chauffe L'hiver,0,114.786,0.0,6,8,0,1
SOXPTZV12A58A7DF86,Road-Age at the Farmers Market,Population Reduction,Each Birth a New Disaster,0,127.151,0.0,8,0,0,0
SOJIQVT12AB0189EB1,La Fluta Magica,Fajardo,Danzones de Ayer,0,121.423,0.0,2,9,2,1
SOVZDMI12AB0188DA6,It Ain't The Meat It's The Motion,Maria Muldaur,The L Word: Season 3,1974,137.549,0.0,11,1,0,1
SOIYNOF12AB0182141,Bailando,Casual,Casual,0,92.783,0.0,10,5,4,0
SOCLZZX12AB01849D3,Sunshower,Dave Valentin,Sunshower,1999,82.763,0.0,10,10,0,1
SOJHGDB12A8C137470,Midnight  (LP Version),Axe,Nemesis,1983,157.614,0.0,4,4,1,0
SOGWCZV12AC468C081,Adios Pampa Mia,Los Iracundos,Discografia Completa Vol. 9,0,121.878,0.0,0,7,0,1
SOJTYYE12A6D4F956E,Fen Shou Zong Yao Zai Yu Tian,Jacky Cheung,Zhen Qing Liu Lu,0,91.999,0.0,4,11,0,1
SOHERZY12A8C13C62F,Hornpipes: The First of May / the New Century,Dale Russ / Finn MacGinty,North Amerikay,0,190.605,0.0,7,9,2,1
SOAHUNU12A6D4FEDCB,Restcure,Marygold,Turned Left But Don't Know If It Was Right,0,93.908,0.0,7,2,0,1
SODQFQC12A8C13FD7A,Good Enough,Evanescence,The Open Door,2006,91.371,0.0,0,0,0,1
SOOGAGO12AB0187473,The Friendly Visit / The Stack of Wheat / The Gypsy Hornpipe,Joe Derrane_ Frankie Gavin_ Brian McGrath,Ireland's Harvest,0,176.945,0.0,7,2,2,1
SOPRMCE12A6D4FBBE5,Samaritanas Del Amor,Jose Luis Perales,Colecci\xc3\xb3n Diamante,1984,92.686,0.0,9,9,0,0
SOEIOPX12A8C1430AD,Sahnu bhul ke Maha,Naseebo Lal,Chithi Lae ke Kabootar Ja,0,144.076,0.0,9,7,2,0
SOMGYNM12A6D4F9B9B,Breakin',Milk Inc.,Supersized,2006,130.008,0.0,3,10,0,0
SONFECQ12AB017EFF7,Itchycoo Park,Small Faces,Ultimate Collection,1967,123.381,0.0,2,1,0,1
SOKHMUX12A8C13A78A,Les Noirs Marchant (Rudy Van Gelder 24Bit Mastering) (2002 Digital Remaster),Bobby Hutcherson,Dialogue (The Rudy Van Gelder Edition),0,151.391,0.0,2,2,2,0
SOODVWJ12A8C1379B4,Grace And Mercy Part II,Dorothy Norwood,Hattie B's Daughter,0,101.111,0.0,5,0,2,0
SOZLPVU12A6D4FD279,Mark My Words (Album Version),Hatebreed,Satisfaction Is The Death Of Desire,1997,202.65,0.0,1,0,0,1
SOOPDSG12AB018B57E,C Day (Maxi Club Version),Confetti's,Greatest Hits,2001,119.955,0.0,1,0,0,1
SOZTUNW12AB01887F8,Life,Vinylbase,Life,0,142.972,0.0,8,1,0,1
SOIVNTJ12AC468C685,'57 Chevrolet,Billie Jo Spears,Misty Blue,1990,185.583,0.0,2,4,0,1
SONJEYU12AC468C050,The Battle Of New Orleans,Johnny Horton,100 Country Classics,1959,179.311,0.0,9,9,0,1
SOFEQWY12A6D4F94CC,2HB (1999 Digital Remaster),Bryan Ferry,Let's Stick Together,1976,149.435,0.0,1,8,0,1
SOJAMMF12A58A7656D,Take Her Out,Alice In Chains,Black Gives Way To Blue,2009,96.941,0.0,8,3,0,1
SOYBGAM12AB017A82A,Speed Of Sound (Emergency Broadcast Album Version),White Heart,Emergency Broadcast,0,104.52,0.0,5,9,1,1
SOULIKU12A58A78CE2,February Song [Live],Josh Groban,Awake Live,2008,140.0,0.0,5,3,0,0
SOICOXW12A8C144D5C,You Should Be Free,Bruce Rowland,Return to Snowy River Part II,0,85.774,0.0,0,0,4,1
SOYBVOI12AB017AD6B,Lover In Demand,Delbert McClinton,Voices Of Americana: Delbert McClinton,2000,112.053,0.0,7,5,2,0
SOQWSGM12A6D4FC3C6,You Left Me,The Maine,Can't Stop Won't Stop,2008,130.031,0.0,0,0,0,1
SOPVNEU12A58A77E90,You Lasses and Lads,The Baltimore Consort,Tunes from the Attic,0,69.489,0.0,5,0,2,1
SOTARLM12AB0189263,Steppin' Out Tonight,The Jets,The Early Years,0,97.243,0.0,11,1,0,1
SOJMCCN12AB0185039,Happy Valentine's,Toby Love,Love Is Back,0,90.681,0.0,9,0,0,0
SOEOMWI12A67ADB831,Million Teardrops,Jimmy Cliff,The EMI Years 1973-'75,0,83.712,0.0,5,5,0,1
SOOWVZQ12AF72A0070,Don't Cha Know,Jimmie Vaughan,Strange Pleasure,1994,128.713,0.0,10,5,0,1
SOQCKBB12AB01864F9,Keep It Going Louder (Tom Stephan Harder Mix),Major Lazer,Nervous Nitelife: Tom Stephan,0,127.873,0.0,1,1,1,1
SORCMAR12AB018701E,Akhm Nakon,Saman,Rahayee,0,174.108,0.0,1,1,1,1
SORADNR12AB01862D1,Easy To Lose Hope,Eleanor McEvoy,Snapshots,0,91.973,0.0,7,2,0,1
SODJAZO12A81C2074D,Sailing To The Edge Of The Earth,The Abominable Iron Sloth,The Abominable Iron Sloth,2006,66.275,0.0,9,1,0,1
SOBPHQK12AF72A6AFF,Like A Dog,Long Beach Dub Allstars,Right Back,1999,93.317,0.0,11,9,0,0
SOICDVR12AC3DFB6F6,I'll Be Better,Cyndi Wang,H2H,0,131.981,0.0,1,3,0,1
SOWNOIQ12A58A799E1,Sweetest Maleficia (Album Version),Cradle Of Filth,Godspeed On The Devil's Thunder,0,160.102,0.0,10,0,0,0
SOLRMRV12AB017B887,Jarabe De Pico,Pablo Montero,Donde Estas Corazon,0,101.438,0.0,9,11,0,1
SOAMLPM12A8C13501C,Street Vibe,Jason Miles,Miles To Miles,0,84.623,0.0,5,0,0,0
SOLZYAI12AC46893E4,Why Can't You Be Mine,Jackie Wilson,Reet Petite,1958,180.054,0.0,8,7,2,1
SOVRIPF12A8C142FD3,Conker The King,Robin Beanland/Dweezil Zappa/Nile Rodgers/Rabbit In The Moon,Conker: Live And Reloaded (Original Soundtrack),2005,0.0,0.0,1,3,0,1
SOPUPYW12A8C13DEC9,Can You Hear Me,Enrique Iglesias,Can You Hear Me,2008,119.969,0.0,11,1,0,0
SOABRXK12A8C130A36,Saturday Love,Alexander O'Neal,Alex Loves...,2008,117.949,0.0,9,8,0,1
SOCPPNW12A8C131AF4,As The Terror Dances Your Way,The Capitol Years,Dance Away The Terror,0,114.95,0.0,8,3,0,1
SODISVN12A8C139DBF,True,Jim Reeves,The International Jim Reeves/ Good 'N' Country,2000,91.632,0.0,6,4,0,0
SOOTWRY12AB018277E,Believe,Danny Wright,Walking In Faith,0,149.682,0.0,5,0,2,1
SOGCFKE12AB01843C0,How Can I,Jah Cure,Ghetto Life,2003,160.655,0.0,4,0,0,0
SOCHZDP12AC468D99F,Butts n Stuff,Josh Mullins,I Wouldn't Buy This Either,0,89.093,0.0,3,0,0,0
SOXVMZV12A8C142488,Violet Heart Box,Willie Isz,Georgiavania,2009,83.573,0.0,1,1,0,1
SOAJZJM12A6D4FA033,The World Is Waiting For The Sunrise,Bob Crosby,Jazz Age!,0,119.763,0.0,2,1,2,1
SOSBXWX12A6701D235,Patience,Guns N' Roses,Live Era '87-'93,1988,122.838,0.0,6,1,2,1
SOOJXKD12A58A7AB3C,It Hurts Me Too,Jeremy Spencer,Precious Little,2006,92.433,0.0,0,0,0,1
SOJHKKJ12AB0182FBA,The Little Stack Of Barley / Cronin's Hornpipe,S\xc3\xa9amus Ennis,The Wandering Minstrel,0,162.356,0.0,1,1,2,1
SOZPMGI12AB018979F,Spend the Night featuring Rock Money and Paul Law,Tech N9ne,Calm Before the Storm,0,106.644,0.0,7,7,0,1
SOPLYEI12AB0181C03,In Your Dreams,Justo Almario,Count Me In,1995,216.557,0.0,7,0,0,1
SOSURIF12AB0180A1B,Let it go Interlude,PMD,The Awakening,0,70.123,0.0,2,10,0,1
SOCHDXC12A8C13837F,Follow The Light,Dungeon Family,Even In Darkness,0,117.004,0.0,0,7,0,0
SOZYCQM12A8C13F9AB,Maybe You'll Love Me Too,Jazz Gillum,Jazz Gillum Vol. 3 1941-1946,0,98.563,0.0,4,8,0,1
SOIAEVG12A8C141B2F,I Woke Up One Morning And I Could Hardly See,Sonny Terry / Brownie McGhee,At The 2nd Fret,0,100.82,0.0,5,0,2,1
SOKASWV12AB01857B5,Night Falls (The Weight Of It),Strata,Strata Presents The End Of The World,2007,125.562,0.0,5,0,0,0
SOVWTKI12A58A789B6,"Then He Said_ ""Sing",Ivan Parker,The Best Of Ivan Parker,0,91.964,0.0,0,0,0,1
SOPHKAI12AB018873D,Ten Thousand Angels,Mindy McCready,I'm Still Here,1996,100.881,0.0,10,7,0,1
SOLHMRA12A8C13234A,Leaders Of Men,Joy Division,Let The Movie Begin,1978,150.04,0.0,2,6,1,1
SOQEKJO12AB0188E78,La Mona Jacinta,Mar\xc3\xada Elena Walsh,Todos Cantamos Con Maria Elena,2000,131.552,0.0,0,0,0,1
SOQUGNH12A6D4FBB0E,Overture (Genesis & Job),Don Francisco,Genesis And Job,0,68.537,0.0,0,7,0,1
SOOWVUN12AB0185435,Zindegi,Chantal Chamandy,Beladi,0,84.96,0.0,11,11,0,0
SOHWHZJ12A58A79FA8,Mohawk Hunt,Kaskaad,Kaskaad - Mohawk Hunt / Earuption,0,87.507,0.0,4,6,0,0
SOPHMRL12AB017E87B,Don't Let Her Pull You Down,New Found Glory,Not Without A Fight,2009,192.07,0.0,4,4,1,1
SOEEPYY12A58A7B1C8,Le Precipice,Daara J,Boomerang,0,91.005,0.0,0,0,0,1
SOQENPJ12AB0180997,Fortress,Tim Exile,Listening Tree,2009,110.0,0.0,1,1,0,1
SOLPFAE12A8C13AF2D,Die Meisten,Samy Deluxe,Samy Deluxe,2001,85.865,0.0,1,1,0,1
SOMNSHX12A58A79CD2,No Coward Soldier,The Jackson Southernaires,Power Packed,0,115.434,0.0,8,1,0,1
SOQAFSW12A67021430,Start!,The Jam,Dig The New Breed,1980,144.424,0.0,7,7,1,1
SOHLHAI12A8C139204,Thats life,Sane Band,Many moods of love - vol.2,0,148.071,0.0,9,1,0,1
SOWWOFM12A6D4F82F0,Hard Hitters,Dilated Peoples Featuring Black Thought,Expansion Team,2001,87.326,0.0,7,0,1,1
SODIDOO12A58A794E4,The Meantime,Phantom Planet,Live 2004,2004,122.488,0.0,2,1,0,1
SORURBV12A8C140200,Saca La Botella,Sonora Santanera,Solo Lo Nuestro - 20 Exitos,0,94.257,0.0,2,10,2,0
SOYMDLM12A6D4FB10B,Two Elegiac Melodies Op. 34: 2. The Last Spring,Sir Neville Marriner,Mozart: Academy in Concert,0,61.634,0.0,7,11,2,1
SOVQYSC12AB017D1C5,Fica ma mi,Nichols,Ladies Night,0,167.941,0.0,0,2,3,0
SOBPQVV12A8C13BE51,Are You Happy (Album Version),Drop Dead_ Gorgeous,In Vogue,2006,200.289,0.0,0,1,1,0
SOMNXCC12AB0187BE7,Papa Don't Preach,Madonna,Celebration,1986,121.948,0.0,5,0,0,0
SOOCZWD12AB0185147,Crazy Circles,Bad Company,Desolation Angels,1979,194.283,0.0,0,2,0,1
SOSFUQC12AB017E17E,Akhan Nay Sharab,Pardesi,Pump Up The Bhangra,0,90.811,0.0,11,11,0,0
SOILDRV12A8C13EB77,Dark End Of The Street,Diamanda Galas,The Sporting Life,0,162.133,0.0,5,0,0,1
SOJZLAJ12AB017E8A2,Sentimental Man,Winston Reedy,Reality,0,118.123,0.0,1,1,1,1
SOLXXPY12A67ADABA0,The Hanged Man,Moonspell,Sin / Pecado,1998,140.185,0.0,7,9,0,1
SOQSJJL12AC46874BC,Harboring An Apparition,Mouth Of The Architect,111,2006,124.562,0.0,3,3,0,1
SOJARSR12AB0184939,Munster Song (Best of 2009),Mario Rosenstock,Gift Grub 10,0,90.05,0.0,7,9,1,1
SORZSCJ12A8C132446,Zydeco In D-Minor,"Myrick ""Freeze"" Guillory",Nouveau Zydeco,0,137.663,0.0,0,0,1,1
SOVMTAW12A8C13B071,God Don't Never Change,Blind Willie Johnson,Praise God I'm Satisfied,1989,95.677,0.0,0,2,0,1
SOBUUYV12A58A7DA27,The Forgotten Lands,David Arkenstone,Return Of The Guardians,1996,141.975,0.0,9,1,0,1
SOAYONI12A6D4F85C8,The Wonderful World Of The Young,Danny Williams,Collection,1998,77.072,0.0,8,0,0,1
SOFOBSK12A8C1447C4,One the road (to Damnation),It Dies Today,Sirens,2006,98.377,0.0,11,0,1,1
SOUWMIW12AB0184748,Down In Dixie,Grandpa Jones,The Unforgettable Grandpa Jones,0,119.271,0.0,2,9,2,1
SOFAOMI12A6D4FA2D8,Shattered Life,Seventh Day Slumber,Once Upon A Shattered Life,2005,150.575,0.0,2,2,0,0
SOOAMWT12A8C13B479,Does It Float,Dinosaur Jr.,Dinosaur,1985,185.452,0.0,0,0,0,1
SONAEGX12A8C141C53,Why can't we live together,Sin Plomo,Why can't we live together Rmx,0,127.955,0.0,7,0,0,0
SOASHZJ12A8C1426D8,Along Comes Mary,Cal Tjader,The Soul Of Jazz (Jazz Club),0,143.764,0.0,9,2,4,1
SOLQETH12AB0181E42,My Way (Alternate Studio Version),The Sex Pistols,Sex_ Anarchy & Rock N' Roll Swindle,0,89.607,0.0,11,4,0,1
SOIRKJL12A8C13A2AA,Give U My Heart,Toni Braxton Featuring Babyface,Ultimate Toni Braxton,2003,103.832,0.0,10,1,1,0
SOJYYHN12AB0182966,The Storm,Lloyd Spiegel,Tall Stories,0,113.397,0.0,9,0,0,0
SOHCFNL12A8C140C2E,Daybreak,Winterlight,Kissed,0,99.998,0.0,0,0,0,1
SOLYUTF12A8C133225,Crayon Sharpener,themselves,Them,2003,167.885,0.0,1,0,0,1
SOYYFNE12AB018A96D,Die Romantic [Live],Aiden,From Hell...With Love,0,125.653,0.0,7,0,1,1
SOIMKZT12AB018B1DD,Brasil pandeiro,Mart'n\xc3\xa1lia,Spirit of Brazil live,0,96.978,0.0,0,0,0,1
SOZAWLR12A58A79324,Alone Together (Live Acoustic),John Wesley,Oxford,0,150.986,0.0,4,11,0,1
SOERLWC12AB0187445,La Bambola,Los Iracundos,20 Secretos De Amor - Los Iracundos,0,125.717,0.0,1,8,0,0
SOUVPPF12AB01855B1,Rapaz De Bem,Sivuca,Samba Nouvelle Vague,0,181.239,0.0,5,1,4,1
SOZYZDZ12AB01873CA,On The Edge Of Forever,Mannheim Steamroller,Day Parts-Romance,0,109.831,0.0,0,7,0,1
SOZPRLC12AB01866A7,Soy Un Poco De Ti - Original,Yolandita Monge,Yolandita Monge Selected Hits Vol. 2,0,114.325,0.0,0,0,0,1
SOSYTWT12AB0182AE4,Is This Legal,The Lord Henry,Zoo Palace,0,142.991,0.0,11,2,0,0
SOVSIZD12AB0184484,Track BALLERINA GIRL,Antonio Koudele,"HarpGuitar ""Antonio Koudele Plays Evergreens"" Vol.1",0,88.12,0.0,7,7,0,1
SODCBAD12A8C130BA2,The Drama (intro),X-Ecutioners featuring Big Pun,Rap Life,0,115.498,0.0,1,0,2,1
SOAFZZF12AB0186C77,Come On Home,Michael English,The Best of Michael English,0,123.29,0.0,2,9,0,1
SOQLKYX12A8C13A7AB,Near You,Floyd Cramer,Piano Masterpieces,1964,83.724,0.0,2,2,3,1
SOQMFYZ12A6D4F9C4A,Diamonds From Sierra Leone,Kanye West,Late Orchestration,2005,81.53,0.0,7,0,0,1
SOOKCOH12A8C13AA44,Break Em,Ultra X,Taste the X,0,101.458,0.0,1,8,0,1
SOQARNP12A8C135A28,Intro,Tha Liks,X.O. Experience,2001,97.067,0.0,11,1,1,1
SOTEFFR12A8C144765,A Dustland Fairytale,The Killers,Day & Age,2008,134.734,0.0,11,2,0,0
SOIVWOX12CF5827585,I'm That Type Of Ni**a,The Pharcyde,Bizarre Ride II,0,104.357,0.0,7,0,0,1
SOBQCYC12AB018748A,Sunshine Anchorman Medley,Jonathan Edwards / Will Ferrell,Anchorman,0,83.985,0.0,10,10,0,1
SOHIPSG12AC46890BE,Somebody Sweet,John D. Loudermilk,John D. Loudermilk,0,87.714,0.0,7,2,0,1
SONWNNQ12A58A77AD6,Just My Imagination,Cornell Campbell,Soul Classics On Reggae Beats,0,88.843,0.0,5,0,0,0
SONBMJI12A6D4F82B7,Merry-Go-Round,M\xc3\xb6tley Cr\xc3\xbce,Too Fast For Love,1981,121.691,0.0,7,7,0,0
SOIDEZW12A6D4F9655,Young Riders,Hot Boys,Let Em' Burn,0,93.859,0.0,4,9,0,0
SOSJSMZ12AB0187EB3,Lovin' You,Minnie Riperton,Love To Love,1974,122.832,0.0,9,9,0,1
SOEBFHP12AC468DA37,Dr Kaotica,Organ Donors,Lange Presents Intercity Spring 2010,0,134.07,0.0,8,1,0,0
SOMROYR12AB01893AD,Long Way 2 Go [Friscia & Lamboy Club],Cassie,Bad Boy Dance Mixes Volume 4,0,82.005,0.0,10,0,0,0
SOMLVRX12AB0189DCE,That's Not the Way Love's Supposed to Be,Tora Tora,Before & After,0,110.494,0.0,7,0,1,1
SOKUIMB12A6D4F8AC6,Standing In The Darkness,Alias,Alias,0,140.449,0.0,9,9,1,1
SOOIAGM12AB01862C7,Class Clown/Good Old Days (Reprise),Owsley,Owsley,1999,95.787,0.0,9,4,0,1
SOVZNGE12AAF3B1E2A,Leave My Kitten Alone,Little Willie John,Rhythm & Blues Vol 9,1991,105.653,0.0,8,8,1,1
SONZEZC12A8C14580B,Baby_ I'm Your Man,Kevin Max,Crashing Gates,2008,88.002,0.0,9,4,0,1
SOYYBIA12A8C13894D,Caught - Special Way,Freedom,Get Up and Dance - the Best of,0,163.136,0.0,4,11,2,1
SOGOSEE12A58A78241,La Panadera,Pedro Laza Y Sus Pelayeros,Fiesta Tradicional Colombiana,0,83.469,0.0,1,1,1,1
SOQZCBF12AB018644D,Monkey Faced Woman,Otis Spann,Spanning A Lifetime,0,89.518,0.0,5,0,2,1
SOXNPLV12A8C1431C3,Second Chance,The Sterns,Say Goodbye To The Camera,0,188.481,0.0,9,9,0,1
SONQTUE12B0B80BA5A,Gammer Gerten's Needle,Deep Blue Something,Home,1995,158.244,0.0,0,2,0,1
SOODKXT12AB01838B6,Strange Way To Save The World,4Him,Chapter One .. A Decade,2000,120.077,0.0,2,9,0,1
SOPGYHQ12A8AE47B30,All About Our Love,Sade,Lovers Rock,2000,161.991,0.0,4,1,0,1
SOVUFWU12A3F1ECA3C,The Bells Of Rhymney,Roger McGuinn,Roger McGuinn Live At The XM Studios  05/27/2004,0,83.897,0.0,1,1,0,1
SOFCCRW12A6D4FA064,The Letter That Johnny Walker Read,Asleep At The Wheel,Kings Of The Texas Swing - Live,2002,122.166,0.0,11,4,0,1
SOPZJXE12A8C133E5D,Hootchie Cootchie Man,Rocky Hill,Texas - A Musical Celebration One Texas Shuffle,0,93.162,0.0,2,9,1,1
SODNKBI12A8AE48AD0,Je Marche Seul (Version Longue),Jean-Jacques Goldman,Int\xc3\xa9grale 81-91,0,133.058,0.0,7,2,0,1
SOWHXVQ12A8A9D59CA,You are the summer,Gloria,Party on my own,0,84.978,0.0,2,2,0,1
SOACMGG12AB0189F0D,I Know A Place,Joe Bonamassa,Black Rock,2010,75.064,0.0,7,7,0,1
SOEAXUV12A6D4F8FA2,This Is Not A Love Song,Public Image Ltd,Valse Avec Bachir,1983,127.369,0.0,9,4,2,0
SOTZWYD12A8C1392B7,De Tha Kano Piso,Konstantinos Galanos,Proti Epafi,0,126.941,0.0,8,3,0,0
SOOINOI12A6D4FC8D0,Pack Your Bags (Remix by Ralphi Rosario),Leana,Feel Me,0,130.923,0.0,9,1,1,1
SONAZLA12A6D4F80EF,Mind On,Ashes to Ashes,Harder Faster,0,120.986,0.0,1,1,0,0
SOPRXBS12A8C1323E8,I Got My Discharge Papers,Big Joe Turner,Atomic Boogie,0,84.907,0.0,0,0,0,1
SOKDHSI12AB0181587,My Little Blue One,Cowboy Mouth,It Means Escape,0,85.268,0.0,2,9,0,1
SOKHAME12AB017D3D4,Vulture 4,DJ Slugo,DJ Slugo Juke Chronicles Vol. 4,0,74.985,0.0,1,0,3,1
SOLICYE12AB017ED96,Lucindy,Curt Bois,Die Star Von Kleinkunst und Kabarett,0,91.568,0.0,0,0,6,1
SOCAYHA12A8C13683A,The Star-Spangled Banner (1998 Digital Remaster),Felix Slatkin/Concert Arts Symphonic Band,The Military Band - Salute to the Services,0,92.499,0.0,5,5,2,1
SODRBBP12A8C1385AF,No Matter How She Done It,Tampa Red,Tampa Red Vol. 5 (1931 - 1934),0,109.961,0.0,0,7,2,1
SOYQKLT12AB01841BC,Gabriel's Oboe (La Mision),Carlos Nu\xc3\xb1ez,Cinema Do Mar,2007,131.986,0.0,11,11,0,1
SOBPZPS12A6D4F6EFA,Rhapsody In Blue (2003 Digital Remaster),Semprini,Semprini,0,137.687,0.0,10,0,2,1
SOJRCFG12A8AE44FBA,Sebastian,Daylight Torn,New Skin,0,135.91,0.0,6,1,0,0
SOXXVKU12A8C1426B6,Mort,Monique Morelli,Fran\xc3\xa7ois Villon,0,122.976,0.0,0,7,0,0
SOPMXHY12A6D4F7DBC,Isle Of Inishmore - Part 1 (Air),Kathy Mattea,Roses,2002,79.091,0.0,9,2,0,1
SOCLHLD12A6701E65B,Leroy Bown,Dee Clark,Raindrops - The Best Of...,0,148.341,0.0,7,7,0,1
SOVGYIW12AB018186F,Breaking Of Day (Album Version),The Winans,Decisions,0,106.515,0.0,10,0,1,1
SONJNMA12A6701DFDE,Inaudible Melodies,Jack Johnson,Brushfire Fairytales,2000,147.602,0.0,11,1,0,0
SOIPZVD12AB0186501,Get Up (Diplo Mix),Bingo Players,Nervous Nitelife: Tom Stephan,0,128.013,0.0,1,0,1,1
SOOTJIQ12A8C1368B9,A Veces Vuelvo,Catupecu Machu,El N\xc3\xbamero Imperfecto,2004,126.992,0.0,1,1,0,1
SOVTIJE12AB017F8D9,U Don't Have To Call,Streetwize,Smoothe Urban Jazz,0,101.311,0.0,10,8,0,0
SOOYMFA12AB017E3C1,Yi Ba Xiang Shui Yin,Leon Lai,Homework,0,86.005,0.0,9,0,0,0
SOEYALK12A8C143123,Foolish Little Girl,The Shirelles,Karaoke: 60's Star Power - Singing to the Hits,1963,116.764,0.0,5,0,1,1
SOSINEG12A58A7D528,Heartless,Hoods,The King Is Dead,0,60.308,0.0,6,1,1,1
SOWLJJD12AF729D3F5,Here I Am,Phantom Planet,Negatives,2004,105.902,0.0,6,10,1,1
SOQMALF12AAF3B4144,Be my Lover,Hysterie,Vocal House Diamonds Vol.2,0,131.986,0.0,11,1,1,0
SOKPTHW12AB018AB51,This Very Moment,Set Your Goals,Mutiny: Deluxe Edition,2006,131.639,0.0,8,3,0,1
SOERGHR12AAF3B2A52,Gotta Cut Out,Jimmy McCracklin,The Modern Recordings 1948-50,2002,101.241,0.0,2,0,2,0
SOPZACG12A6D4F9271,"Rinaldo : Act 1 ""Cor ingrato_ ti rammembri"" [Rinaldo]",Marilyn Horne,Handel : Operatic Arias,0,47.97,0.0,10,5,2,0
SOLXIWW12AC468805A,Feeling,Jaco & Mixxmaster,Feeling,2008,136.981,0.0,1,0,0,1
SOPUCKL12A6D4FB5A6,The Coloness Of The Chain,Tony Joe White,The Path Of A Decent Groove,1993,139.905,0.0,2,4,0,1
SOTNLYM12AB0181695,La Otra,Marisela,La Otra,0,134.192,0.0,1,1,0,1
SODDBHT12AB0186B6E,Blue [Da Ba Dee] [Gabry Ponte vs. HiFi Blueprint Remix],Eiffel 65,Blue [da ba dee] [2009 Remixes],0,130.039,0.0,6,11,0,1
SOHKLFL12A6D4FA150,Kill Your Darlings,Soulwax,Kill Your Darlings,1996,111.223,0.0,0,7,0,0
SOJTAWE12A6D4F8EAC,The Trial_ Were You Scared? [The Lost Interview Tapes - Volume Two] (LP Version),The Doors,The Lost Interview Tapes Featuring Jim Morrison - Volume Two: The Circus Magazine Interview,0,66.155,0.0,0,1,4,0
SOUEDBC12AC90972E5,Warung Beach,John Digweed,Warung Beach,2006,127.995,0.0,10,0,1,1
SOGQIEK12AB0186792,That Girl,Gary Morris,THAT GIRL,0,130.72,0.0,10,0,0,0
SOUKRZV12AB0182E90,Ain't That Something,High Strung_ The,These Are Good Times,2003,120.944,0.0,9,4,0,1
SOKKZIB12A8C13F5DB,Seize the day,Time Factory,No borders,0,160.017,0.0,9,4,0,0
SOCVTCQ12AB01848FC,Song Sung Blue,Neil Diamond,Play Me: The Complete Uni Studio Recordings...Plus!,1972,164.359,0.0,0,7,0,1
SOCDXPZ12AB01844FD,I've got Vilking in Me,Four Tet,My Angel Rocks Back and Forth,2004,70.296,0.0,0,0,0,0
SOZDQHO12AB018512F,2StepN,North Mississippi Allstars,Barnyard (OST),2006,124.996,0.0,5,7,0,1
SONNYOP12A8AE45715,You Can Do Better Than Me (Album Version),Death Cab for Cutie,Narrow Stairs,2008,101.306,0.0,7,7,0,1
SOUZOPT12A58A79B94,Bad Reputation (Originally Performed by Thin Lizzy),The Meatmen,Cover the Earth,0,130.164,0.0,1,1,1,1
SOVNLPD12AB018F3F9,Mutter Erde,Monika_ Wolfgang,Mutter Erde,0,117.674,0.0,7,7,1,1
SOIDSSZ12A8C142A76,Ride On Time (Original Version),Black Box,NOW Dance Anthems,0,118.834,0.0,9,0,1,0
SONFOEG12A8C13B8B8,True Fuschnick,FU-Schnickens,Greatest Hits,1992,101.871,0.0,9,1,0,1
SOQPFGN12A8C13C1B3,Mother_ Mother_ Mother_ Pin A Rose On Me,Kitty Kallen,Our Lady... Kitty Kallen,0,121.56,0.0,8,8,2,1
SOTZIPQ12AB01803AA,My Plastic Heart (Plastic Operator Remix),Frost,My Plastic Heart,0,126.946,0.0,0,0,0,1
SOCWFVT12AB01890F8,Sea of Green,Slackbaba,And The Beat Goes Om,2006,88.644,0.0,0,2,0,1
SOFWWIA12AB01884A1,Sleepy Lad,Maximilian Hecker,Help Me,2004,77.006,0.0,7,7,2,1
SOPWWAV12A8C13A825,Sickness,Agnostic Front,Riot_ Riot_ Upstart,1999,151.184,0.0,6,0,2,0
SOFDYGC12A6D4F9059,Inertiatic Esp,The Mars Volta,Inertiatic Esp,2003,112.486,0.0,6,1,0,0
SOICLQB12A8C13637C,Exodus,Sunscreem,Looking At You: The Club Anthems,1995,130.201,0.0,11,1,1,0
SOISJLZ12AC3DF6DE7,Firewater,Joe Grushecky,Outtakes and Demos 1975 -  2003,0,136.326,0.0,0,7,2,1
SOMDWZC12A8C13A065,I'll Meet You By The River (Southern Convention Songs Version),Bill & Gloria Gaither,Southern Convention Songs,0,42.797,0.0,1,8,0,1
SOYTIWN12A6D4FBA37,Ernestine,Joe Bataan,Call My Name,2005,87.467,0.0,10,0,0,1
SOURXDF12AB0180C6C,Cancion De Amor Eterno,Carlos Vives,Coleccion de Oro,2000,132.358,0.0,9,7,0,0
SOFZGIT12A58A7CD2D,Loving By Heart,Jeff And Sheri Easter,A Work In Progress,0,119.983,0.0,11,11,0,1
SONWLUL12A8C13AEEE,Overture/Blue Tahitian Moon,Angelo Badalamenti / Keira Knightley,The Edge Of Love,0,123.797,0.0,1,1,2,0
